stem,question_num,answer_num,participant_num,image_path,question_he,question_en,full_prompt,vlm_raw_answer_en,used_fallback,fallback_prompt,vlm_answer_en,vlm_answer_he,subject_answer_he,similarity,similarity_percent,comparison_method,vlm_model,embed_model,he_en_model,en_he_model,device,timestamp
10_1_58,10,1,58,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change that is made,False,,this image shows the change that is made,התמונה הזו מראה את השינוי שנעשה,התמונה מציגה את תהליך החיים של בן אדם מהילדות ועד הזקנה ומראה שהשינוי כבר התרחש בפועל ואי אפשר לחזור אחורה.,0.7027169466018677,70.27,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:16
10_1_59,10,1,59,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change that is made,False,,this image shows the change that is made,התמונה הזו מראה את השינוי שנעשה,בחרתי בתמונה של האדם שמתבגר משום שבה בעיני הכי מורגש זה שאי אפשר להחזיר את הגלגל לאחור. ברגע שהאדם כבר מזדקן אי אפשר ״לבטל״ את השינוי שהוא עבר.,0.5916411876678467,59.16,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:18
10_1_61,10,1,61,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change that is made,False,,this image shows the change that is made,התמונה הזו מראה את השינוי שנעשה,"זקנה הוא תהליך בלתי הפיך, לעמות צלחת שבורה שאפשר לדביק בחזרה או למחזר. פרח אפשר לשקם. ושיכרות הינה השפעה זמנית.",0.43230724334716797,43.23,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:20
10_2_15,10,2,15,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,רואים שהפרח היה פורח ואלט לאט נבל כי לא השקו אותו,0.46819132566452026,46.82,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:22
10_2_17,10,2,17,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,שהפרח פורח,0.5673527717590332,56.74,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:25
10_2_19,10,2,19,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,השינוי נעשה זה שניתן לראות התחלה וסוף ובין לבין רואים את התהליך ואת הקיצוניות.,0.4437943696975708,44.38,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:28
10_2_20,10,2,20,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,רואים בבירור איך השינוי נעשה מתמונה לתמונה,0.5157434344291687,51.57,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:30
10_2_23,10,2,23,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,פרח שמתחיל כעצוב ונובל פורח וזה תהליך של בני אדם,0.6134351491928101,61.34,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:33
10_2_25,10,2,25,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,אני רואה שינוי,0.44796401262283325,44.8,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:35
10_2_27,10,2,27,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,יש פרח נובל ואי אפשר לשנות מפרח נובל לצומח,0.41344988346099854,41.34,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:38
10_2_35,10,2,35,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,ממחיש את השינוי דרך פרח שצומח ואז נובל,0.6537007093429565,65.37,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:40
10_2_41,10,2,41,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,"הצמח כמל, הגיע לסוף תהליך ייעודו ותפקידו",0.6143715977668762,61.44,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:43
10_2_42,10,2,42,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,רואים את השינוי,0.3786725699901581,37.87,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:46
10_2_46,10,2,46,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:",this image shows the change of seasons and the emergence of new flowers,False,,this image shows the change of seasons and the emergence of new flowers,תמונה זו מציגה את שינוי העונות ואת הופעתם של פרחים חדשים,"בתמונה רואים שני שינויים, שינוי ראשון של הפרח עצמו שפרח וצמח אבל הסביבה נשארה זהה, ובתמונה השנייה הפרח נשאר נבול אבל הסביבה השתנתה. בשניהם השינוי נעשה.",0.6027421355247498,60.27,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:48
1_1_13,1,1,13,dataset/images/1_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Work completed successfully""
Answer:",two military men are preparing to load a missile onto a fighter jet,False,,two military men are preparing to load a missile onto a fighter jet,שני חיילים מתכוננים להעמיס טיל על מטוס קרב.,כי הם עבדים בצוות,0.2743324935436249,27.43,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:51
1_1_21,1,1,21,dataset/images/1_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Work completed successfully""
Answer:",two military men are preparing to load a missile onto a fighter jet,False,,two military men are preparing to load a missile onto a fighter jet,שני חיילים מתכוננים להעמיס טיל על מטוס קרב.,יש פה עובדה צוות וזה נראה שהם עוד שניה מסיים,0.32220011949539185,32.22,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:25:55
1_2_20,1,2,20,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Work completed successfully""
Answer:",the image shows a truck and dump truck,False,,the image shows a truck and dump truck,התמונה מראה משאית ומשאית זבל.,העבודה זה לשים משהו בתוך המשאית והיא הושלמה בהצלחה,0.6044121384620667,60.44,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:26:00
1_2_32,1,2,32,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Work completed successfully""
Answer:",the image shows a truck and dump truck,False,,the image shows a truck and dump truck,התמונה מראה משאית ומשאית זבל.,כי סיימו את הפעולה של לשפוך מה שהיה בטרקטור למשאית,0.668381929397583,66.84,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:26:03
1_2_36,1,2,36,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Work completed successfully""
Answer:",the image shows a truck and dump truck,False,,the image shows a truck and dump truck,התמונה מראה משאית ומשאית זבל.,בתמונה אני רואה שיש יהודים וזה אומר שהולכים לבנות משהו מסוים בית / בניין / פארק ועצם העובדה שהולכים לבנות משהוו חדש זה מעיר השראה ותקווה,0.22899529337882996,22.9,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:26:07
1_2_48,1,2,48,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image. Answer the following question in exactly one concise English sentence, focusing on visible relationships, causes, and consequences shown in the image.
Question: Explain why you chose this image as reflecting the sentence ""Work completed successfully""
Answer:",the image shows a truck and dump truck,False,,the image shows a truck and dump truck,התמונה מראה משאית ומשאית זבל.,"בחרתי בתמונה מספר 2 מפני שלא רואים עובדים בתמונה מה שמעיד שהפעולות שהיו צריכות להתבצע הסתיימו. בנוסף, כשהתמונה מצולמת מרחוק ניתן לראות את כל המרכיבים בשלמותם מה שמעיד שהעבודה הושלמה.",0.2388862520456314,23.89,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T09:26:11
