stem,question_num,answer_num,participant_num,image_path,question_he,question_en,full_prompt,vlm_raw_answer_en,used_fallback,fallback_prompt,vlm_answer_en,vlm_answer_he,subject_answer_he,similarity,similarity_percent,comparison_method,vlm_model,embed_model,he_en_model,en_he_model,device,timestamp
10_1_52,10,1,52,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a composite of three generations of people. The first generation is the oldest, the second generation is the middle aged, and the third generation is the youngest. The image is a composite of three generations of people. The first generation",False,,"The image is a composite of three generations of people. The first generation is the oldest, the second generation is the middle aged, and the third generation is the youngest. The image is a composite of three generations of people. The first generation","התמונה מורכבת משלושה דורות של בני אדם. הדור הראשון הוא הבכור, הדור השני הוא בגיל העמידה, והדור השלישי הוא הצעיר ביותר.",התמונה הזו ממחישה בצורה ישירה וברורה את רעיון השינוי,0.3684506118297577,36.85,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:45:50
10_1_54,10,1,54,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a composite of three generations of people. The first generation is the oldest, the second generation is the middle aged, and the third generation is the youngest. The image is a composite of three generations of people. The first generation",False,,"The image is a composite of three generations of people. The first generation is the oldest, the second generation is the middle aged, and the third generation is the youngest. The image is a composite of three generations of people. The first generation","התמונה מורכבת משלושה דורות של בני אדם. הדור הראשון הוא הבכור, הדור השני הוא בגיל העמידה, והדור השלישי הוא הצעיר ביותר.",רואים את השינוי במראה לפי הגיל,0.49463438987731934,49.46,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:45:58
10_1_58,10,1,58,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a composite of three generations of people. The first generation is the oldest, the second generation is the middle aged, and the third generation is the youngest. The image is a composite of three generations of people. The first generation",False,,"The image is a composite of three generations of people. The first generation is the oldest, the second generation is the middle aged, and the third generation is the youngest. The image is a composite of three generations of people. The first generation","התמונה מורכבת משלושה דורות של בני אדם. הדור הראשון הוא הבכור, הדור השני הוא בגיל העמידה, והדור השלישי הוא הצעיר ביותר.",התמונה מציגה את תהליך החיים של בן אדם מהילדות ועד הזקנה ומראה שהשינוי כבר התרחש בפועל ואי אפשר לחזור אחורה.,0.5524376034736633,55.24,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:46:05
10_1_59,10,1,59,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a composite of three generations of people. The first generation is the oldest, the second generation is the middle aged, and the third generation is the youngest. The image is a composite of three generations of people. The first generation",False,,"The image is a composite of three generations of people. The first generation is the oldest, the second generation is the middle aged, and the third generation is the youngest. The image is a composite of three generations of people. The first generation","התמונה מורכבת משלושה דורות של בני אדם. הדור הראשון הוא הבכור, הדור השני הוא בגיל העמידה, והדור השלישי הוא הצעיר ביותר.",בחרתי בתמונה של האדם שמתבגר משום שבה בעיני הכי מורגש זה שאי אפשר להחזיר את הגלגל לאחור. ברגע שהאדם כבר מזדקן אי אפשר ״לבטל״ את השינוי שהוא עבר.,0.4638926386833191,46.39,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:46:12
10_1_61,10,1,61,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a composite of three generations of people. The first generation is the oldest, the second generation is the middle aged, and the third generation is the youngest. The image is a composite of three generations of people. The first generation",False,,"The image is a composite of three generations of people. The first generation is the oldest, the second generation is the middle aged, and the third generation is the youngest. The image is a composite of three generations of people. The first generation","התמונה מורכבת משלושה דורות של בני אדם. הדור הראשון הוא הבכור, הדור השני הוא בגיל העמידה, והדור השלישי הוא הצעיר ביותר.","זקנה הוא תהליך בלתי הפיך, לעמות צלחת שבורה שאפשר לדביק בחזרה או למחזר. פרח אפשר לשקם. ושיכרות הינה השפעה זמנית.",0.3688967823982239,36.89,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:46:20
10_2_15,10,2,15,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The",False,,"The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The","התמונה היא שילוב של ארבעה פרחים שונים. הפרח הראשון הוא פרח צהוב, השני הוא חרוט-פרח סגול, השלישי הוא חרוט-פרח סגול, והרביעי הוא חרוט-פרח סגול.",רואים שהפרח היה פורח ואלט לאט נבל כי לא השקו אותו,0.4081319272518158,40.81,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:46:27
10_2_17,10,2,17,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The",False,,"The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The","התמונה היא שילוב של ארבעה פרחים שונים. הפרח הראשון הוא פרח צהוב, השני הוא חרוט-פרח סגול, השלישי הוא חרוט-פרח סגול, והרביעי הוא חרוט-פרח סגול.",שהפרח פורח,0.6901538372039795,69.02,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:46:34
10_2_19,10,2,19,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The",False,,"The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The","התמונה היא שילוב של ארבעה פרחים שונים. הפרח הראשון הוא פרח צהוב, השני הוא חרוט-פרח סגול, השלישי הוא חרוט-פרח סגול, והרביעי הוא חרוט-פרח סגול.",השינוי נעשה זה שניתן לראות התחלה וסוף ובין לבין רואים את התהליך ואת הקיצוניות.,0.15430885553359985,15.43,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:46:41
10_2_20,10,2,20,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The",False,,"The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The","התמונה היא שילוב של ארבעה פרחים שונים. הפרח הראשון הוא פרח צהוב, השני הוא חרוט-פרח סגול, השלישי הוא חרוט-פרח סגול, והרביעי הוא חרוט-פרח סגול.",רואים בבירור איך השינוי נעשה מתמונה לתמונה,0.16380617022514343,16.38,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:46:49
10_2_23,10,2,23,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The",False,,"The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The","התמונה היא שילוב של ארבעה פרחים שונים. הפרח הראשון הוא פרח צהוב, השני הוא חרוט-פרח סגול, השלישי הוא חרוט-פרח סגול, והרביעי הוא חרוט-פרח סגול.",פרח שמתחיל כעצוב ונובל פורח וזה תהליך של בני אדם,0.6295249462127686,62.95,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:46:56
10_2_25,10,2,25,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The",False,,"The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The","התמונה היא שילוב של ארבעה פרחים שונים. הפרח הראשון הוא פרח צהוב, השני הוא חרוט-פרח סגול, השלישי הוא חרוט-פרח סגול, והרביעי הוא חרוט-פרח סגול.",אני רואה שינוי,0.1226716935634613,12.27,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:47:03
10_2_27,10,2,27,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The",False,,"The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The","התמונה היא שילוב של ארבעה פרחים שונים. הפרח הראשון הוא פרח צהוב, השני הוא חרוט-פרח סגול, השלישי הוא חרוט-פרח סגול, והרביעי הוא חרוט-פרח סגול.",יש פרח נובל ואי אפשר לשנות מפרח נובל לצומח,0.49588435888290405,49.59,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:47:10
10_2_35,10,2,35,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are an expert in systems thinking. Use only what is visible in the image. Write one concise English sentence that answers the question and includes relationships or likely consequences when relevant.
Question: Explain why you chose this image as reflecting the sentence ""Change is made""
Answer:","The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The",False,,"The image is a combination of four different flowers. The first flower is a yellow daisy, the second is a purple coneflower, the third is a purple coneflower, and the fourth is a purple coneflower. The","התמונה היא שילוב של ארבעה פרחים שונים. הפרח הראשון הוא פרח צהוב, השני הוא חרוט-פרח סגול, השלישי הוא חרוט-פרח סגול, והרביעי הוא חרוט-פרח סגול.",ממחיש את השינוי דרך פרח שצומח ואז נובל,0.6154066324234009,61.54,multilingual semantic embedding cosine similarity,Salesforce/blip2-opt-2.7b,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T08:47:18
