stem,question_num,answer_num,participant_num,image_path,question_he,question_en,full_prompt,vlm_raw_answer_en,used_fallback,fallback_prompt,vlm_answer_en,vlm_answer_he,subject_answer_he,similarity,similarity_percent,comparison_method,vlm_model,embed_model,he_en_model,en_he_model,device,timestamp
10_1_54,10,1,54,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows",This image shows the faces of different people in a row,False,,This image shows the faces of different people in a row,תמונה זו מציגה את פניהם של אנשים שונים ברצף,רואים את השינוי במראה לפי הגיל,0.3573971390724182,35.74,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:07:51
10_1_58,10,1,58,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows",This image shows the faces of different people in a row,False,,This image shows the faces of different people in a row,תמונה זו מציגה את פניהם של אנשים שונים ברצף,התמונה מציגה את תהליך החיים של בן אדם מהילדות ועד הזקנה ומראה שהשינוי כבר התרחש בפועל ואי אפשר לחזור אחורה.,0.4588959217071533,45.89,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:07:57
10_1_59,10,1,59,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows",This image shows the faces of different people in a row,False,,This image shows the faces of different people in a row,תמונה זו מציגה את פניהם של אנשים שונים ברצף,בחרתי בתמונה של האדם שמתבגר משום שבה בעיני הכי מורגש זה שאי אפשר להחזיר את הגלגל לאחור. ברגע שהאדם כבר מזדקן אי אפשר ״לבטל״ את השינוי שהוא עבר.,0.4999470114707947,49.99,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:08:03
10_1_61,10,1,61,dataset/images/10_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows",This image shows the faces of different people in a row,False,,This image shows the faces of different people in a row,תמונה זו מציגה את פניהם של אנשים שונים ברצף,"זקנה הוא תהליך בלתי הפיך, לעמות צלחת שבורה שאפשר לדביק בחזרה או למחזר. פרח אפשר לשקם. ושיכרות הינה השפעה זמנית.",0.30378174781799316,30.38,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:08:09
10_2_15,10,2,15,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה",רואים שהפרח היה פורח ואלט לאט נבל כי לא השקו אותו,0.5573023557662964,55.73,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:08:15
10_2_17,10,2,17,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה",שהפרח פורח,0.7351583242416382,73.52,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:08:21
10_2_19,10,2,19,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה",השינוי נעשה זה שניתן לראות התחלה וסוף ובין לבין רואים את התהליך ואת הקיצוניות.,0.445471853017807,44.55,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:08:28
10_2_20,10,2,20,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה",רואים בבירור איך השינוי נעשה מתמונה לתמונה,0.48200926184654236,48.2,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:08:35
10_2_23,10,2,23,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה",פרח שמתחיל כעצוב ונובל פורח וזה תהליך של בני אדם,0.6896952390670776,68.97,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:08:42
10_2_25,10,2,25,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה",אני רואה שינוי,0.50467449426651,50.47,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:08:49
10_2_27,10,2,27,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה",יש פרח נובל ואי אפשר לשנות מפרח נובל לצומח,0.5611562728881836,56.12,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:08:56
10_2_35,10,2,35,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה",ממחיש את השינוי דרך פרח שצומח ואז נובל,0.8287621736526489,82.88,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:09:03
10_2_41,10,2,41,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה","הצמח כמל, הגיע לסוף תהליך ייעודו ותפקידו",0.666238009929657,66.62,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:09:10
10_2_42,10,2,42,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה",רואים את השינוי,0.4324687123298645,43.25,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:09:17
10_2_46,10,2,46,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""","You are a systems thinking expert analyzing an image.
Concept: ""Change is made""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Change is made\"" because [explain the visual link].""
Answer: This image shows","This image shows four different flowers in the field, which illustrates change is made",False,,"This image shows four different flowers in the field, which illustrates change is made","תמונה זו מראה ארבעה פרחים שונים בתחום, אשר ממחישים שינוי נעשה","בתמונה רואים שני שינויים, שינוי ראשון של הפרח עצמו שפרח וצמח אבל הסביבה נשארה זהה, ובתמונה השנייה הפרח נשאר נבול אבל הסביבה השתנתה. בשניהם השינוי נעשה.",0.7172903418540955,71.73,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:09:23
1_1_13,1,1,13,dataset/images/1_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows two military men preparing to load a missile onto a fighter jet,False,,This image shows two military men preparing to load a missile onto a fighter jet,תמונה זו מראה שני אנשי צבא מתכוננים לטעון טיל על מטוס קרב,כי הם עבדים בצוות,0.3209993839263916,32.1,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:09:30
1_1_21,1,1,21,dataset/images/1_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows two military men preparing to load a missile onto a fighter jet,False,,This image shows two military men preparing to load a missile onto a fighter jet,תמונה זו מראה שני אנשי צבא מתכוננים לטעון טיל על מטוס קרב,יש פה עובדה צוות וזה נראה שהם עוד שניה מסיים,0.3448622226715088,34.49,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:09:37
1_2_20,1,2,20,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows a bulldozer and dump truck,False,,This image shows a bulldozer and dump truck,התמונה הזו מראה בולדוזר ומשאית זבל.,העבודה זה לשים משהו בתוך המשאית והיא הושלמה בהצלחה,0.6111588478088379,61.12,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:09:45
1_2_32,1,2,32,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows a bulldozer and dump truck,False,,This image shows a bulldozer and dump truck,התמונה הזו מראה בולדוזר ומשאית זבל.,כי סיימו את הפעולה של לשפוך מה שהיה בטרקטור למשאית,0.7064279317855835,70.64,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:09:50
1_2_36,1,2,36,dataset/images/1_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""","You are a systems thinking expert analyzing an image.
Concept: ""Work completed successfully""
Complete this sentence by filling in what you observe and why it connects to the concept:
""This image shows [what you see], which illustrates \""Work completed successfully\"" because [explain the visual link].""
Answer: This image shows",This image shows a bulldozer and dump truck,False,,This image shows a bulldozer and dump truck,התמונה הזו מראה בולדוזר ומשאית זבל.,בתמונה אני רואה שיש יהודים וזה אומר שהולכים לבנות משהו מסוים בית / בניין / פארק ועצם העובדה שהולכים לבנות משהוו חדש זה מעיר השראה ותקווה,0.34866952896118164,34.87,multilingual semantic embedding cosine similarity,Salesforce/blip2-flan-t5-xl,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T10:09:56
