stem,question_num,answer_num,participant_num,image_path,question_he,question_en,concept_text,full_prompt,vlm_raw_answer_en,used_fallback,fallback_prompt,vlm_cached,vlm_answer_en,vlm_answer_he,subject_answer_he,subject_word_count,similarity,similarity_percent,comparison_method,subject_answer_en,similarity_labse_he,similarity_labse_he_percent,similarity_en,similarity_en_percent,concept_sim_en,sim_above_concept,bertscore_precision,bertscore_recall,bertscore_f1,vlm_model,embed_model,he_en_model,en_he_model,device,timestamp
10_2_27,10,2,27,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.",יש פרח נובל ואי אפשר לשנות מפרח נובל לצומח,9,0.44786494970321655,44.79,multilingual semantic embedding cosine similarity,There is a Nobel flower and you can't change from a Nobel flower to a vegetable.,0.3352956771850586,33.53,0.26058703660964966,26.06,0.1582,0.1024,0.8253,0.8555,0.8401,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:38:13
10_2_31,10,2,31,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.",הזמן ותוצריו,2,0.42173027992248535,42.17,multilingual semantic embedding cosine similarity,Time and its products,0.0653008297085762,6.53,0.3019099831581116,30.19,0.3488,-0.0469,0.7924,0.8383,0.8147,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:38:25
10_2_35,10,2,35,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.",ממחיש את השינוי דרך פרח שצומח ואז נובל,8,0.8001446723937988,80.01,multilingual semantic embedding cosine similarity,Illustrates the change through a flower that grows and then Nobel,0.5856667160987854,58.57,0.6274957656860352,62.75,0.3853,0.2422,0.8303,0.8736,0.8514,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:38:35
10_2_41,10,2,41,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.","הצמח כמל, הגיע לסוף תהליך ייעודו ותפקידו",7,0.5831155776977539,58.31,multilingual semantic embedding cosine similarity,"The plant as a mel, has reached the end of its vocation process and function",0.10106492042541504,10.11,0.4751584529876709,47.52,0.2405,0.2346,0.82,0.8389,0.8293,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:38:47
10_2_42,10,2,42,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.",רואים את השינוי,3,0.45305439829826355,45.31,multilingual semantic embedding cosine similarity,You see the change.,0.3218274712562561,32.18,0.3331283628940582,33.31,0.808,-0.4749,0.8172,0.9216,0.8663,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:38:59
10_2_43,10,2,43,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.",הפרח מתחילת צמיחתו עד נבילה ולכן השינוי נעשה באופן משמעותי,10,0.7591687440872192,75.92,multilingual semantic embedding cosine similarity,The flower from the beginning of its growth to the wilting and therefore the change is made significantly,0.41490453481674194,41.49,0.7426362037658691,74.26,0.3997,0.3429,0.8393,0.8783,0.8584,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:39:09
10_2_46,10,2,46,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.","בתמונה רואים שני שינויים, שינוי ראשון של הפרח עצמו שפרח וצמח אבל הסביבה נשארה זהה, ובתמונה השנייה הפרח נשאר נבול אבל הסביבה השתנתה. בשניהם השינוי נעשה.",26,0.7204083800315857,72.04,multilingual semantic embedding cosine similarity,"In the picture you see two changes, a first change of the flower itself that flower and plant but the environment remains the same, and in the second picture the flower remains wilted but the environment has changed. In both the change is made.",0.511021614074707,51.1,0.6669100522994995,66.69,0.4449,0.2221,0.8454,0.8586,0.8519,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:39:22
10_2_47,10,2,47,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.","ברגע שהשינוי נעשה (במקרה זה, שינוי העונות), התנאים שנדרשים לפרח השתנו בהתאם",12,0.6746197938919067,67.46,multilingual semantic embedding cosine similarity,"Once the change is made (in this case, the change of seasons), the conditions required for the flower have changed accordingly",0.4403826594352722,44.04,0.6179749965667725,61.8,0.4857,0.1323,0.825,0.8447,0.8347,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:39:35
10_2_5,10,2,5,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.","תהליך של הפרח בצמיחה, ושינוי נעשה לאורך תקופה",8,0.8529708385467529,85.3,multilingual semantic embedding cosine similarity,"The process of flowering in growth, and change is done over a period of time",0.45317748188972473,45.32,0.816076397895813,81.61,0.4006,0.4155,0.8393,0.8842,0.8612,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:39:47
10_2_68,10,2,68,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.",כי אני ממש רואה תהליך של שינוי.,7,0.5355740189552307,53.56,multilingual semantic embedding cosine similarity,Because I'm actually seeing a process of change.,0.33394959568977356,33.39,0.3636147081851959,36.36,0.7843,-0.4207,0.8252,0.8961,0.8592,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:39:58
10_2_71,10,2,71,dataset/images/10_2.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" השינוי נעשה   ""","Explain why you chose this image as reflecting the sentence ""Change is made""",Change is made,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Change is made""
Question: Explain why you chose this image as reflecting the sentence ""Change is made""","The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.",False,,True,"The image captures four stages of flower development, from bud to wilted bloom. This progression illustrates that change occurs over time through different life cycles phases—growth, maturity, decline, and decay—all contributing to an ongoing process where one state gives way to another. The interconnectedness between these stages emphasizes continuous transformation within nature's cycle.","התמונה לוכדת ארבעה שלבים של התפתחות הפרחים, מבאד לפרח הנבול. התקדמות זו ממחישה ששינוי מתרחש לאורך זמן באמצעות שלבים שונים של מחזורי חיים: גדילה, בגרות, הידרדרות וריקבון תורמים לתהליך מתמשך שבו מצב אחד מפנה מקום למשנהו. החיבור בין השלבים הללו מדגיש שינוי מתמשך בתוך מחזור הטבע.",מורוד מת עד לורוד חי וזוהר,6,0.34991568326950073,34.99,multilingual semantic embedding cosine similarity,Morod is dead to a living and shining Larod,0.24480529129505157,24.48,0.12238479405641556,12.24,0.1208,0.0016,0.8093,0.8256,0.8174,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:40:09
1_1_13,1,1,13,dataset/images/1_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""",Work completed successfully,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Work completed successfully""
Question: Explain why you chose this image as reflecting the sentence ""Work completed successfully""","The image shows two individuals carrying an object, likely part of their work process on what appears to be an aircraft runway. The presence of military personnel suggests that it is related to defense activities. This scene reflects successful completion because both individuals seem engaged and focused on their task without any visible signs of distress or failure, indicating effective collaboration towards achieving their goal within the context depicted by the image.",False,,False,"The image shows two individuals carrying an object, likely part of their work process on what appears to be an aircraft runway. The presence of military personnel suggests that it is related to defense activities. This scene reflects successful completion because both individuals seem engaged and focused on their task without any visible signs of distress or failure, indicating effective collaboration towards achieving their goal within the context depicted by the image.","התמונה מראה ששני אנשים נושאים חפץ, ככל הנראה חלק מתהליך העבודה שלהם על מה שנראה כמסלול טיסה. הנוכחות של אנשי צבא מצביעה על כך שהוא קשור לפעילות ההגנה. סצנה זו משקפת סיום מוצלח משום ששני האנשים נראים מעורבים וממוקדים במשימה שלהם ללא סימנים נראים לעין של מצוקה או כישלון, דבר המצביע על שיתוף פעולה יעיל לקראת השגת מטרתם בתוך ההקשר המתואר על ידי התמונה.",כי הם עבדים בצוות,4,0.541121244430542,54.11,multilingual semantic embedding cosine similarity,They are slaves in the crew.,0.3081618547439575,30.82,0.2560088634490967,25.6,0.0904,0.1656,0.8253,0.8886,0.8558,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:40:20
1_1_16,1,1,16,dataset/images/1_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""",Work completed successfully,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Work completed successfully""
Question: Explain why you chose this image as reflecting the sentence ""Work completed successfully""","The image shows two individuals carrying an object, likely part of their work process on what appears to be an aircraft runway. The presence of military personnel suggests that it is related to defense activities. This scene reflects successful completion because both individuals seem engaged and focused on their task without any visible signs of distress or failure, indicating effective collaboration towards achieving their goal within the context depicted by the image.",False,,True,"The image shows two individuals carrying an object, likely part of their work process on what appears to be an aircraft runway. The presence of military personnel suggests that it is related to defense activities. This scene reflects successful completion because both individuals seem engaged and focused on their task without any visible signs of distress or failure, indicating effective collaboration towards achieving their goal within the context depicted by the image.","התמונה מראה ששני אנשים נושאים חפץ, ככל הנראה חלק מתהליך העבודה שלהם על מה שנראה כמסלול טיסה. הנוכחות של אנשי צבא מצביעה על כך שהוא קשור לפעילות ההגנה. סצנה זו משקפת סיום מוצלח משום ששני האנשים נראים מעורבים וממוקדים במשימה שלהם ללא סימנים נראים לעין של מצוקה או כישלון, דבר המצביע על שיתוף פעולה יעיל לקראת השגת מטרתם בתוך ההקשר המתואר על ידי התמונה.",כי צריך לדווח שהעבודה הסתיימה בהצלחה וחשוב מאוד שיהיה הצלחה,10,0.41957801580429077,41.96,multilingual semantic embedding cosine similarity,Because it is necessary to report that the work has been completed successfully and it is very important to have success,0.27277418971061707,27.28,0.44539502263069153,44.54,0.7236,-0.2782,0.831,0.8536,0.8421,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:41:17
1_1_21,1,1,21,dataset/images/1_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""",Work completed successfully,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Work completed successfully""
Question: Explain why you chose this image as reflecting the sentence ""Work completed successfully""","The image shows two individuals carrying an object, likely part of their work process on what appears to be an aircraft runway. The presence of military personnel suggests that it is related to defense activities. This scene reflects successful completion because both individuals seem engaged and focused on their task without any visible signs of distress or failure, indicating effective collaboration towards achieving their goal within the context depicted by the image.",False,,True,"The image shows two individuals carrying an object, likely part of their work process on what appears to be an aircraft runway. The presence of military personnel suggests that it is related to defense activities. This scene reflects successful completion because both individuals seem engaged and focused on their task without any visible signs of distress or failure, indicating effective collaboration towards achieving their goal within the context depicted by the image.","התמונה מראה ששני אנשים נושאים חפץ, ככל הנראה חלק מתהליך העבודה שלהם על מה שנראה כמסלול טיסה. הנוכחות של אנשי צבא מצביעה על כך שהוא קשור לפעילות ההגנה. סצנה זו משקפת סיום מוצלח משום ששני האנשים נראים מעורבים וממוקדים במשימה שלהם ללא סימנים נראים לעין של מצוקה או כישלון, דבר המצביע על שיתוף פעולה יעיל לקראת השגת מטרתם בתוך ההקשר המתואר על ידי התמונה.",יש פה עובדה צוות וזה נראה שהם עוד שניה מסיים,10,0.5168150663375854,51.68,multilingual semantic embedding cosine similarity,There's a fact here staff and it looks like they're about to finish.,0.40066200494766235,40.07,0.4675365090370178,46.75,0.4109,0.0566,0.8189,0.8369,0.8278,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:41:30
1_1_4,1,1,4,dataset/images/1_1.png,"הסבירו מדוע בחרתם בתמונה זו כמשקפת את המשפט "" העבודה הושלמה בהצלחה""","Explain why you chose this image as reflecting the sentence ""Work completed successfully""",Work completed successfully,"You are a systems thinking expert. Look at the image and answer the question in 2-3 concise sentences. Describe specific visual elements you observe and explain how they connect to the concept. Do not restate or translate the question.

Concept: ""Work completed successfully""
Question: Explain why you chose this image as reflecting the sentence ""Work completed successfully""","The image shows two individuals carrying an object, likely part of their work process on what appears to be an aircraft runway. The presence of military personnel suggests that it is related to defense activities. This scene reflects successful completion because both individuals seem engaged and focused on their task without any visible signs of distress or failure, indicating effective collaboration towards achieving their goal within the context depicted by the image.",False,,True,"The image shows two individuals carrying an object, likely part of their work process on what appears to be an aircraft runway. The presence of military personnel suggests that it is related to defense activities. This scene reflects successful completion because both individuals seem engaged and focused on their task without any visible signs of distress or failure, indicating effective collaboration towards achieving their goal within the context depicted by the image.","התמונה מראה ששני אנשים נושאים חפץ, ככל הנראה חלק מתהליך העבודה שלהם על מה שנראה כמסלול טיסה. הנוכחות של אנשי צבא מצביעה על כך שהוא קשור לפעילות ההגנה. סצנה זו משקפת סיום מוצלח משום ששני האנשים נראים מעורבים וממוקדים במשימה שלהם ללא סימנים נראים לעין של מצוקה או כישלון, דבר המצביע על שיתוף פעולה יעיל לקראת השגת מטרתם בתוך ההקשר המתואר על ידי התמונה.",החיילים שלנו נותנים את הכל בשביל שנחייה פה יותר טוב,10,0.3579557538032532,35.8,multilingual semantic embedding cosine similarity,Our soldiers give everything for us to live here better.,0.2691378891468048,26.91,0.3429049551486969,34.29,0.0891,0.2538,0.8196,0.8537,0.8363,Qwen/Qwen2-VL-7B-Instruct,sentence-transformers/paraphrase-multilingual-mpnet-base-v2,Helsinki-NLP/opus-mt-tc-big-he-en,Helsinki-NLP/opus-mt-en-he,cuda,2026-02-27T15:41:44
